specifictime,hour,SYN,SYN-ACK,ACK,SENDPCK,DELAYFR,DELAYFDNS,RETRAND,RETANSU,type,day_of_month,month,year
2021-06-11 16:59:59,16,17.5,8.0,0.5,17.5,40.0,25.0,0.002,0.0,1,11,6,2021
2021-06-11 16:59:59,16,5.0,13.0,0.0,5.0,6.0,5.0,0.0,0.0,1,11,6,2021
2021-06-11 17:04:59,17,4.5,99.5,0.5,4.0,218.0,4.0,0.0,0.0,1,11,6,2021
2021-06-11 17:04:59,17,3.0,4.67,1.67,3.67,3.0,3.0,0.0,0.0,1,11,6,2021
2021-06-11 17:04:59,17,19.29,825.36,2638.5,19.5,260.0,19.0,0.062,0.0089,1,11,6,2021
2021-06-11 17:04:59,17,12.71,8.57,0.57,12.43,23.0,22.0,0.0,0.0,1,11,6,2021
2021-06-11 17:04:59,17,21.0,4.0,1.0,22.0,3.0,21.0,0.0,0.0,1,11,6,2021
2021-06-11 17:04:59,17,0.0,0.0,0.0,214.0,136.0,13.0,0.0,0.0,1,11,6,2021
2021-06-11 17:04:59,17,4.0,5.32,1.75,5.1,5.0,6.0,0.0506,0.0,1,11,6,2021
2021-06-11 17:04:59,17,2.0,68.0,0.0,3.0,14.0,3.0,0.0,0.0,1,11,6,2021
2021-06-11 17:04:59,17,3.67,5.33,1.0,3.33,8.0,3.0,0.0,0.0,1,11,6,2021
2021-06-11 17:04:59,17,13.67,457.0,2.0,16.33,86.0,14.0,0.0323,0.0577,1,11,6,2021
2021-06-11 17:04:59,17,7.19,4.81,2.24,7.19,7.0,7.0,0.0425,0.0,1,11,6,2021
2021-06-11 17:04:59,17,10.98,46.15,234.0,11.37,39.0,37.0,0.0316,0.0051,1,11,6,2021
2021-06-11 17:04:59,17,4.86,4.9,1.86,4.81,6.0,5.0,0.0413,0.0,1,11,6,2021
2021-06-11 17:04:59,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,11,6,2021
2021-06-11 17:04:59,17,10.82,153.9,1078.87,11.06,62.0,37.0,0.0497,0.0,1,11,6,2021
2021-06-11 17:04:59,17,54.0,6.0,16.0,55.0,57.0,54.0,0.0,0.0,1,11,6,2021
2021-06-11 17:09:59,17,21.0,13.0,1.0,22.0,18.0,22.0,0.0,0.0,1,11,6,2021
2021-06-11 17:09:59,17,20.83,221.0,17.0,22.8,47.0,27.0,0.0115,0.0,1,11,6,2021
2021-06-11 17:09:59,17,6.65,4.52,1.09,6.87,6.0,7.0,0.0278,0.0,1,11,6,2021
2021-06-11 17:09:59,17,20.19,699.56,2331.31,22.67,72.0,22.0,0.076,0.0103,1,11,6,2021
2021-06-11 17:09:59,17,3.33,2.33,1.67,3.67,4.0,3.0,0.0,0.0,1,11,6,2021
2021-06-11 17:09:59,17,10.63,247.13,914.38,10.88,58.0,17.0,0.0698,0.0143,1,11,6,2021
2021-06-11 17:09:59,17,60.5,6.0,4.0,60.0,22.0,60.0,0.0,0.0,1,11,6,2021
2021-06-11 17:09:59,17,3.0,3.0,0.0,4.0,16.0,5.0,0.0,0.0,1,11,6,2021
2021-06-11 17:09:59,17,16.0,15.09,14.09,38.09,49.0,61.0,0.0071,0.0031,1,11,6,2021
2021-06-11 17:09:59,17,3.69,5.86,1.66,4.7,9.0,7.0,0.0517,0.0,1,11,6,2021
2021-06-11 17:09:59,17,9.0,308.0,2009.0,11.0,116.0,24.0,0.0588,0.0408,1,11,6,2021
2021-06-11 17:09:59,17,17.0,5.0,162.0,25.0,3.0,25.0,0.0,0.0,1,11,6,2021
2021-06-11 17:09:59,17,5.35,4.24,1.53,5.35,13.0,7.0,0.0498,0.0,1,11,6,2021
2021-06-11 17:09:59,17,22.73,287.38,545.01,22.1,74.0,55.0,0.0036,0.0,1,11,6,2021
2021-06-11 17:09:59,17,17.67,147.0,0.33,17.67,116.0,21.0,0.0,0.0,1,11,6,2021
2021-06-11 17:09:59,17,5.0,247.0,29.0,4.0,93.0,4.0,0.0995,0.0034,1,11,6,2021
2021-06-11 17:09:59,17,25.0,566.0,1920.0,25.0,9.0,331.0,0.0,0.0,1,11,6,2021
2021-06-11 17:09:59,17,22.33,13.0,19.33,22.67,57.0,22.0,0.0,0.0,1,11,6,2021
2021-06-11 17:09:59,17,29.0,106.0,1.0,29.0,95.0,38.0,0.0,0.0,1,11,6,2021
2021-06-11 17:14:59,17,15.0,19.0,6.0,15.0,26.0,15.0,0.0,0.0,1,11,6,2021
2021-06-11 17:14:59,17,21.0,24.0,0.0,22.0,6.0,21.0,0.0,0.0,1,11,6,2021
2021-06-11 17:14:59,17,25.0,10.0,2.0,25.0,24.0,25.0,0.0,0.0,1,11,6,2021
2021-06-11 17:14:59,17,8.5,5.0,1.45,8.45,10.0,9.0,0.0221,0.0,1,11,6,2021
2021-06-11 17:14:59,17,4.33,96.67,773.67,3.67,100.0,4.0,0.0133,0.0,1,11,6,2021
2021-06-11 17:14:59,17,11.2,80.75,395.0,11.2,37.0,11.0,0.029,0.0,1,11,6,2021
2021-06-11 17:14:59,17,49.72,93.72,122.81,19.41,93.0,34.0,0.0464,0.0041,1,11,6,2021
2021-06-11 17:14:59,17,3.0,5.33,1.0,3.33,26.0,3.0,0.0,0.0,1,11,6,2021
2021-06-11 17:14:59,17,3.5,7.5,0.5,3.5,13.0,3.0,0.0,0.0,1,11,6,2021
2021-06-11 17:14:59,17,25.0,4.0,0.0,26.0,17.0,26.0,0.0,0.0,1,11,6,2021
2021-06-11 17:14:59,17,37.53,29.1,1498.03,38.58,82.0,59.0,0.0136,0.0,1,11,6,2021
2021-06-11 17:14:59,17,3.0,10.0,0.0,4.0,83.0,3.0,0.0,0.0,1,11,6,2021
2021-06-11 17:14:59,17,20.29,252.83,1.0,19.86,62.0,24.0,0.0649,0.0377,1,11,6,2021
2021-06-11 17:14:59,17,3.79,3.54,1.18,4.48,4.0,6.0,0.0546,0.0,1,11,6,2021
2021-06-11 17:14:59,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,11,6,2021
2021-06-11 17:14:59,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,11,6,2021
2021-06-11 17:14:59,17,13.86,8.71,0.43,13.29,10.0,20.0,0.0002,0.0,1,11,6,2021
2021-06-11 17:14:59,17,11.33,7.0,0.5,11.33,10.0,50.0,0.0,0.0,1,11,6,2021
2021-06-11 17:19:59,17,4.52,6.21,1.21,5.1,6.0,7.0,0.0441,0.0,1,11,6,2021
2021-06-11 17:19:59,17,0.0,0.0,0.0,0.0,10.0,22.0,0.0,0.0,1,11,6,2021
2021-06-11 17:19:59,17,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,1,11,6,2021
2021-06-11 17:19:59,17,0.0,0.0,0.0,32.0,95.0,11.0,0.0,0.0,1,11,6,2021
2021-06-11 17:19:59,17,6.85,4.74,1.26,10.86,16.0,7.0,0.0564,0.0,1,11,6,2021
2021-06-11 17:19:59,17,4.0,158.0,0.0,3.0,8.0,3.0,0.0,0.0,1,11,6,2021
2021-06-11 17:19:59,17,3.22,5.5,0.94,12.05,5.0,6.0,0.0819,0.0,1,11,6,2021
2021-06-11 17:19:59,17,4.0,77.0,0.0,138.0,100.0,11.0,0.2115,0.0435,1,11,6,2021
2021-06-11 17:19:59,17,17.0,7.5,0.5,17.25,38.0,14.0,0.0286,0.0,1,11,6,2021
2021-06-11 17:19:59,17,5.5,8.0,1.55,5.65,14.0,6.0,0.024,0.0,1,11,6,2021
2021-06-11 17:19:59,17,3.75,42.25,1.0,3.75,8.0,3.0,0.0,0.0,1,11,6,2021
2021-06-11 17:19:59,17,13.67,5.0,0.33,13.56,28.0,20.0,0.0081,0.0,1,11,6,2021
2021-06-11 17:24:59,17,5.0,1.0,2.0,4.0,96.0,7.0,0.0,0.125,1,11,6,2021
2021-06-11 17:24:59,17,30.0,1.0,1.0,30.0,1.0,30.0,0.0,0.0,1,11,6,2021
2021-06-11 17:24:59,17,31.0,14.0,0.0,31.0,66.0,31.0,0.0,0.0,1,11,6,2021
2021-06-11 17:24:59,17,11.0,5.0,1.0,11.0,9.0,11.0,0.0,0.0,1,11,6,2021
2021-06-11 17:24:59,17,8.0,22.33,0.33,8.0,23.0,8.0,0.0029,0.0,1,11,6,2021
2021-06-11 17:24:59,17,40.13,13.38,23.0,40.13,51.0,37.0,0.0742,0.0,1,11,6,2021
2021-06-11 17:24:59,17,18.5,79.5,0.5,18.0,73.0,18.0,0.0,0.0278,1,11,6,2021
2021-06-11 17:24:59,17,14.2,6.4,0.2,14.6,35.0,24.0,0.0363,0.0,1,11,6,2021
2021-06-11 17:24:59,17,68.0,53.25,0.5,67.75,42.0,82.0,0.0649,0.0,1,11,6,2021
2021-06-11 17:24:59,17,9.0,16.44,0.84,9.2,20.0,11.0,0.0267,0.0,1,11,6,2021
2021-06-11 17:24:59,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4211,1,11,6,2021
2021-06-11 17:24:59,17,21.0,14.0,0.0,21.0,12.0,21.0,0.0,0.0,1,11,6,2021
2021-06-11 17:24:59,17,15.67,29.33,0.0,112.67,9.0,49.0,0.0,0.0227,1,11,6,2021
2021-06-11 17:24:59,17,3.52,21.64,0.96,4.65,14.0,8.0,0.0483,0.0,1,11,6,2021
2021-06-11 17:24:59,17,14.0,4.0,3.0,14.0,2.0,15.0,0.0102,0.0,1,11,6,2021
2021-06-11 17:24:59,17,4.89,5.61,1.0,4.94,15.0,6.0,0.047,0.0,1,11,6,2021
2021-06-11 17:29:59,17,10.0,39.0,0.0,10.0,5.0,10.0,0.0,0.0,1,11,6,2021
2021-06-11 17:29:59,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,11,6,2021
2021-06-11 17:29:59,17,3.5,112.0,4.0,6.0,6.0,6.0,0.0,0.0,1,11,6,2021
2021-06-11 17:29:59,17,6.11,6.79,0.84,17.7,14.0,7.0,0.028,0.0,1,11,6,2021
2021-06-11 17:29:59,17,8.63,12.75,0.5,8.38,5.0,9.0,0.0,0.0,1,11,6,2021
2021-06-11 17:29:59,17,0.0,0.0,0.0,0.0,75.0,14.0,0.0,0.0,1,11,6,2021
2021-06-11 17:29:59,17,0.0,0.0,0.0,0.0,8.0,21.0,0.0,0.0,1,11,6,2021
2021-06-11 17:29:59,17,14.86,6.86,0.29,15.14,32.0,22.0,0.0196,0.0,1,11,6,2021
2021-06-11 17:29:59,17,20.33,88.67,0.33,20.33,15.0,16.0,0.0549,0.0,1,11,6,2021
2021-06-11 17:29:59,17,3.76,12.55,1.21,3.83,17.0,9.0,0.0544,0.0,1,11,6,2021
2021-06-11 17:29:59,17,6.92,4.08,1.25,6.96,17.0,7.0,0.0441,0.0,1,11,6,2021
2021-06-11 17:29:59,17,22.5,9.0,0.5,22.75,41.0,23.0,0.0,0.0182,1,11,6,2021
2021-06-11 17:29:59,17,3.0,64.5,1.0,3.5,20.0,3.0,0.0,0.0,1,11,6,2021
2021-06-11 17:29:59,17,11.0,3.5,0.5,10.0,47.0,12.0,0.0,0.0,1,11,6,2021
2021-06-11 17:29:59,17,20.0,6.0,1.0,20.0,16.0,19.0,0.0,0.0,1,11,6,2021
2021-06-11 17:29:59,17,5.0,3.0,0.0,5.0,4.0,5.0,0.0,0.0,1,11,6,2021
2021-06-11 17:29:59,17,21.89,6.5,15.72,21.67,15.0,22.0,0.008,0.0,1,11,6,2021
2021-06-11 17:29:59,17,10.0,29.0,3.0,7.0,5.0,9.0,0.0,0.0,1,11,6,2021
2021-06-11 17:34:59,17,0.0,0.0,0.0,0.0,18.0,6.0,0.0039,0.0,1,11,6,2021
2021-06-11 17:34:59,17,28.0,4.0,0.0,27.0,7.0,27.0,0.0,0.0,1,11,6,2021
2021-06-11 17:34:59,17,3.58,6.29,1.29,4.55,8.0,9.0,0.0512,0.0,1,11,6,2021
2021-06-11 17:34:59,17,4.58,10.32,0.74,4.74,19.0,6.0,0.0482,0.0,1,11,6,2021
2021-06-11 17:34:59,17,0.0,0.0,0.0,0.0,17.0,21.0,0.0,0.0,1,11,6,2021
2021-06-11 17:34:59,17,0.0,0.0,0.0,13.0,56.0,21.0,0.0299,0.0215,1,11,6,2021
2021-06-11 17:34:59,17,13.13,10.13,1.5,13.13,40.0,23.0,0.0,0.0,1,11,6,2021
2021-06-11 17:34:59,17,9.07,8.41,0.9,8.9,13.0,11.0,0.0204,0.0,1,11,6,2021
2021-06-11 17:34:59,17,149.13,7.38,1.25,27.5,17.0,23.0,0.0,0.0,1,11,6,2021
2021-06-11 17:34:59,17,3.5,6.0,1.0,3.67,5.0,3.0,0.0,0.0,1,11,6,2021
2021-06-11 17:34:59,17,14.0,3.0,2.5,13.67,62.0,21.0,0.0,0.1802,1,11,6,2021
2021-06-11 17:34:59,17,17.0,36.0,1.0,17.0,5.0,22.0,0.0,0.0086,1,11,6,2021
2021-06-11 17:34:59,17,24.0,4.0,0.0,24.0,21.0,24.0,0.0,0.0,1,11,6,2021
2021-06-11 17:39:59,17,6.0,8.0,0.0,10.0,6.0,9.0,0.0,0.0,1,11,6,2021
2021-06-11 17:39:59,17,10.8,6.2,5.1,10.8,9.0,13.0,0.0057,0.0,1,11,6,2021
2021-06-11 17:39:59,17,10.5,6.5,0.0,11.25,9.0,10.0,0.0247,0.0,1,11,6,2021
2021-06-11 17:39:59,17,22.5,3.5,0.5,22.0,30.0,25.0,0.0273,0.0,1,11,6,2021
2021-06-11 17:39:59,17,4.0,3.0,0.0,4.0,29.0,4.0,0.0,0.0,1,11,6,2021
2021-06-11 17:39:59,17,18.25,3.25,0.25,285.4,7.0,18.0,0.0,0.0098,1,11,6,2021
2021-06-11 17:39:59,17,20.0,19.09,53.09,20.27,35.0,16.0,0.0,0.0,1,11,6,2021
2021-06-11 17:39:59,17,7.74,3.37,0.79,24.4,12.0,10.0,0.0523,0.0,1,11,6,2021
2021-06-11 17:39:59,17,0.0,0.0,0.0,0.0,8.0,13.0,0.0,0.0,1,11,6,2021
2021-06-11 17:39:59,17,10.45,5.64,0.55,10.18,6.0,10.0,0.0,0.0017,1,11,6,2021
2021-06-11 17:39:59,17,24.0,7.0,3.0,24.0,17.0,24.0,0.0,0.0,1,11,6,2021
2021-06-11 17:39:59,17,3.46,3.89,0.93,3.9,18.0,11.0,0.0401,0.0,1,11,6,2021
2021-06-11 17:39:59,17,11.0,5.0,0.0,10.0,7.0,10.0,0.0,0.0,1,11,6,2021
2021-06-11 17:39:59,17,85.53,9.22,2.75,132.97,6.0,27.0,0.0,0.0136,1,11,6,2021
2021-06-11 17:39:59,17,63.0,58.0,2.0,63.0,53.0,63.0,0.0,0.0476,1,11,6,2021
2021-06-11 17:39:59,17,28.94,40.07,20.94,28.82,23.0,29.0,0.0458,0.0001,1,11,6,2021
2021-06-11 17:39:59,17,5.72,3.5,0.72,5.61,9.0,7.0,0.0534,0.0,1,11,6,2021
2021-06-11 17:44:59,17,28.5,11.0,0.25,28.5,43.0,29.0,0.0522,0.0,1,11,6,2021
2021-06-11 17:44:59,17,6.44,3.61,0.72,10.74,8.0,7.0,0.0342,0.0,1,11,6,2021
2021-06-11 17:44:59,17,3.8,5.97,0.93,3.67,12.0,10.0,0.0424,0.0,1,11,6,2021
2021-06-11 17:44:59,17,0.0,0.0,0.0,0.0,84.0,21.0,0.1111,0.1098,1,11,6,2021
2021-06-11 17:44:59,17,28.0,16.33,0.67,27.67,16.0,32.0,0.0,0.0,1,11,6,2021
2021-06-11 17:44:59,17,5.28,58.5,1.78,5.28,14.0,5.0,0.0236,0.0,1,11,6,2021
2021-06-11 17:44:59,17,4.0,6.0,1.0,4.0,4.0,5.0,0.0,0.0,1,11,6,2021
2021-06-11 17:44:59,17,0.0,0.0,0.0,98.5,98.0,0.0,0.0,0.0,1,11,6,2021
2021-06-11 17:44:59,17,10.75,5.0,0.25,11.0,9.0,17.0,0.0,0.0051,1,11,6,2021
2021-06-11 17:44:59,17,11.25,16.65,5.02,12.61,20.0,13.0,0.0106,0.0018,1,11,6,2021
2021-06-11 17:44:59,17,21.33,27.0,98.67,21.33,4.0,20.0,0.0,0.0294,1,11,6,2021
2021-06-11 17:44:59,17,8.75,5.06,2.37,8.78,9.0,7.0,0.0028,0.0046,1,11,6,2021
2021-06-11 17:44:59,17,32.33,3.33,1.33,31.67,36.0,26.0,0.0,0.0,1,11,6,2021
2021-06-11 17:44:59,17,6.89,4.63,0.89,7.0,11.0,7.0,0.0466,0.0,1,11,6,2021
2021-06-11 17:44:59,17,12.0,5.5,0.0,12.5,35.0,19.0,0.0125,0.0,1,11,6,2021
2021-06-11 17:44:59,17,11.0,4.23,1.5,11.05,4.0,11.0,0.0,0.0,1,11,6,2021
2021-06-11 17:44:59,17,127.76,6.41,3.52,65.1,17.0,28.0,0.0,0.0274,1,11,6,2021
2021-06-11 17:49:59,17,9.0,5.0,0.0,8.0,3.0,9.0,0.0,0.0,1,11,6,2021
2021-06-11 17:49:59,17,10.0,4.5,1.5,10.0,3.0,10.0,0.0,0.0,1,11,6,2021
2021-06-11 17:49:59,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,11,6,2021
2021-06-11 17:49:59,17,10.0,4.0,28.5,9.75,7.0,14.0,0.0,0.0,1,11,6,2021
2021-06-11 17:49:59,17,9.11,5.0,1.0,9.11,8.0,12.0,0.0116,0.0,1,11,6,2021
2021-06-11 17:49:59,17,22.0,5.0,2.0,22.0,32.0,22.0,0.0455,0.0,1,11,6,2021
2021-06-11 17:49:59,17,24.0,2.0,5.0,24.0,76.0,17.0,0.0238,0.1494,1,11,6,2021
2021-06-11 17:49:59,17,3.0,3.0,0.0,3.0,7.0,11.0,0.0,0.0,1,11,6,2021
2021-06-11 17:49:59,17,24.0,5.0,1.0,24.67,16.0,34.0,0.0,0.0,1,11,6,2021
2021-06-11 17:49:59,17,11.33,4.33,1.33,11.0,5.0,13.0,0.0,0.0,1,11,6,2021
2021-06-11 17:49:59,17,11.0,11.5,0.25,11.5,6.0,12.0,0.0,0.0,1,11,6,2021
2021-06-11 17:49:59,17,6.47,3.59,1.12,6.35,5.0,7.0,0.0301,0.0,1,11,6,2021
2021-06-11 17:49:59,17,13.0,3.0,1.0,13.0,6.0,13.0,0.0,0.0,1,11,6,2021
2021-06-11 17:49:59,17,14.0,8.33,0.33,14.67,30.0,15.0,0.0165,0.0,1,11,6,2021
2021-06-11 17:49:59,17,8.23,3.92,417.33,8.38,16.0,14.0,0.0023,0.0037,1,11,6,2021
2021-06-11 17:49:59,17,19.71,25.93,10.36,19.57,18.0,48.0,0.0655,0.0471,1,11,6,2021
2021-06-11 17:49:59,17,3.74,3.7,1.57,3.74,12.0,9.0,0.0289,0.0,1,11,6,2021
2021-06-11 17:49:59,17,0.0,0.0,0.0,0.0,35.0,20.0,0.0,0.0,1,11,6,2021
2021-06-11 17:54:59,17,24.5,18.5,0.5,24.5,8.0,25.0,0.0,0.0,1,11,6,2021
2021-06-11 17:54:59,17,21.0,20.5,1.0,21.0,15.0,21.0,0.0,0.0217,1,11,6,2021
2021-06-11 17:54:59,17,45.0,4.0,6.0,45.0,5.0,47.0,0.2353,0.0909,1,11,6,2021
2021-06-11 17:54:59,17,3.0,3.0,2.0,3.0,27.0,16.0,0.0,0.0,1,11,6,2021
2021-06-11 17:54:59,17,0.0,0.0,0.0,0.0,91.0,8.0,0.0,0.0,1,11,6,2021
2021-06-11 17:54:59,17,3.0,4.0,18.33,3.0,4.0,3.0,0.0,0.0,1,11,6,2021
2021-06-11 17:54:59,17,24.0,5.0,0.0,24.0,19.0,24.0,0.0,0.0,1,11,6,2021
2021-06-11 17:54:59,17,28.04,13.04,1.42,28.0,10.0,29.0,0.0178,0.0,1,11,6,2021
2021-06-11 17:54:59,17,5.0,4.75,3.5,5.0,30.0,13.0,0.0054,0.0,1,11,6,2021
2021-06-11 17:54:59,17,12.0,5.5,5.25,11.75,14.0,10.0,0.0041,0.0,1,11,6,2021
2021-06-11 17:54:59,17,71.5,49.5,4.5,71.5,7.0,80.0,0.0,0.0,1,11,6,2021
2021-06-11 17:54:59,17,3.0,27.0,24.0,3.0,28.0,16.0,0.0,0.0,1,11,6,2021
2021-06-11 17:54:59,17,2.0,3.0,2.0,3.0,3.0,2.0,0.0,0.0,1,11,6,2021
2021-06-11 17:54:59,17,3.0,3.0,1.0,3.0,21.0,17.0,0.125,0.0,1,11,6,2021
2021-06-11 17:54:59,17,7.0,2.0,10.0,7.5,51.0,8.0,0.0137,0.0566,1,11,6,2021
2021-06-11 17:59:59,17,19.0,5.0,4.0,19.0,101.0,24.0,0.0541,0.0,1,11,6,2021
2021-06-11 17:59:59,17,0.0,0.0,0.0,18.5,95.0,19.0,0.0238,0.1429,1,11,6,2021
2021-06-11 17:59:59,17,63.0,7.0,1.0,63.0,10.0,63.0,0.0,0.0,1,11,6,2021
2021-06-11 17:59:59,17,14.0,52.0,0.0,0.0,121.0,8.0,0.0,0.0,1,11,6,2021
2021-06-11 17:59:59,17,17.0,4.67,8.33,17.67,21.0,19.0,0.0,0.0,1,11,6,2021
2021-06-11 17:59:59,17,22.13,3.5,5.63,21.75,3.0,25.0,0.0,0.0,1,11,6,2021
2021-06-11 18:04:59,18,3.0,4.0,0.0,2.0,6.0,2.0,0.0,0.0,1,11,6,2021
2021-06-11 18:04:59,18,13.0,1.5,8.5,96.33,86.0,9.0,0.0,0.1186,1,11,6,2021
2021-06-11 18:04:59,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,11,6,2021
2021-06-11 18:04:59,18,60.0,5.5,0.5,59.5,9.0,65.0,0.05,0.0256,1,11,6,2021
2021-06-11 18:09:59,18,0.0,0.0,0.0,14.0,92.0,17.0,0.04,0.0,1,11,6,2021
2021-06-11 18:09:59,18,4.0,3.0,14.0,4.0,8.0,4.0,0.0,0.0,1,11,6,2021
2021-06-11 18:09:59,18,0.0,0.0,0.0,22.0,72.0,14.0,0.0,0.0,1,11,6,2021
2021-06-11 18:09:59,18,8.5,3.0,80.0,8.5,77.0,20.0,0.0,0.0,1,11,6,2021
2021-06-11 18:14:59,18,29.33,3.67,24.0,29.33,4.0,31.0,0.0286,0.0,1,11,6,2021
2021-06-11 18:14:59,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3689,1,11,6,2021
2021-06-11 18:14:59,18,21.4,3.0,7.2,20.8,2.0,20.0,0.0,0.0,1,11,6,2021
2021-06-11 18:14:59,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4211,1,11,6,2021
2021-06-11 18:14:59,18,5.0,1.0,2.0,4.0,115.0,8.0,0.0,0.1346,1,11,6,2021
2021-06-11 18:14:59,18,66.3,4.65,1.74,22.74,7.0,22.0,0.0,0.0263,1,11,6,2021
2021-06-11 18:14:59,18,4.0,3.0,110.0,3.0,3.0,23.0,0.0,0.0,1,11,6,2021
2021-06-11 18:14:59,18,14.75,4.44,20.63,15.06,5.0,17.0,0.0463,0.0,1,11,6,2021
2021-06-11 18:19:59,18,24.1,4.1,1.5,22.27,3.0,22.0,0.0,0.0,1,11,6,2021
2021-06-11 18:19:59,18,5.0,3.0,1.0,4.0,3.0,4.0,0.0769,0.0,1,11,6,2021
2021-06-11 18:19:59,18,3.6,3.4,27.2,3.4,4.0,3.0,0.0185,0.0,1,11,6,2021
2021-06-11 18:19:59,18,27.0,3.0,28.0,14.5,86.0,10.0,0.0,0.0,1,11,6,2021
2021-06-11 18:19:59,18,24.0,3.75,2.75,24.0,3.0,24.0,0.0,0.0,1,11,6,2021
2021-06-11 18:19:59,18,0.0,0.0,0.0,0.0,121.0,8.0,0.0,0.0,1,11,6,2021
2021-06-11 18:19:59,18,14.0,3.0,41.0,14.0,3.0,14.0,0.0,0.0,1,11,6,2021
2021-06-11 18:24:59,18,3.0,3.0,42.0,3.0,8.0,23.0,0.0,0.0,1,11,6,2021
2021-06-11 18:24:59,18,9.5,4.0,9.0,11.0,6.0,11.0,0.0,0.0,1,11,6,2021
2021-06-11 18:24:59,18,23.0,3.0,4.0,17.75,56.0,18.0,0.0,0.0822,1,11,6,2021
2021-06-11 18:24:59,18,27.0,4.0,14.0,27.0,104.0,13.0,0.0,0.0,1,11,6,2021
2021-06-11 18:24:59,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4118,1,11,6,2021
2021-06-11 18:29:59,18,0.0,0.0,0.0,0.0,127.0,10.0,0.0588,0.0,1,11,6,2021
2021-06-11 18:29:59,18,4.0,6.0,1.0,4.0,13.0,4.0,0.0,0.0,1,11,6,2021
2021-06-11 18:29:59,18,5.0,8.0,5.0,4.0,35.0,4.0,0.0,0.0,1,11,6,2021
2021-06-11 18:34:59,18,5.0,1.0,0.0,5.0,109.0,7.0,0.0,0.0,1,11,6,2021
2021-06-11 18:34:59,18,16.0,7.0,0.0,16.0,4.0,16.0,0.0,0.0,1,11,6,2021
2021-06-11 18:34:59,18,0.0,0.0,0.0,0.0,118.0,9.0,0.0,0.1765,1,11,6,2021
2021-06-11 18:34:59,18,4.0,4.0,0.0,4.0,21.0,4.0,0.0667,0.0,1,11,6,2021
2021-06-11 18:39:59,18,4.0,5.0,0.0,4.0,2.0,4.0,0.0,0.0,1,11,6,2021
2021-06-11 18:39:59,18,0.0,0.0,0.0,0.0,103.0,8.0,0.0,0.0,1,11,6,2021
2021-06-11 18:39:59,18,17.0,34.0,15.5,17.0,3.0,23.0,0.0714,0.0,1,11,6,2021
2021-06-11 18:44:59,18,4.0,1.0,1.0,4.0,87.0,7.0,0.0,0.0,1,11,6,2021
2021-06-11 18:44:59,18,4.0,7.0,1.0,3.0,30.0,5.0,0.0,0.0123,1,11,6,2021
2021-06-11 18:44:59,18,0.0,0.0,0.0,13.0,126.0,12.0,0.0556,0.1702,1,11,6,2021
2021-06-11 18:49:59,18,0.0,0.0,0.0,0.0,84.0,8.0,0.0,0.0,1,11,6,2021
2021-06-11 18:49:59,18,22.0,3.33,1.33,21.67,2.0,24.0,0.0,0.0,1,11,6,2021
2021-06-11 18:49:59,18,0.0,0.0,0.0,17.0,50.0,15.0,0.0185,0.0,1,11,6,2021
2021-06-11 18:54:59,18,25.0,2.0,3.0,24.5,92.0,12.0,0.0,0.12,1,11,6,2021
2021-06-11 18:54:59,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,11,6,2021
2021-06-11 18:54:59,18,2541.0,13.0,0.5,15.0,6.0,15.0,0.0,0.0,1,11,6,2021
2021-06-11 18:59:59,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4211,1,11,6,2021
2021-06-11 18:59:59,18,0.0,0.0,0.0,14.0,99.0,10.0,0.0,0.0,1,11,6,2021
2021-06-11 18:59:59,18,47.0,3.0,3.0,39.0,101.0,16.0,0.0,0.0,1,11,6,2021
2021-06-11 18:59:59,18,5.23,3.08,1.69,5.08,8.0,8.0,0.0156,0.0,1,11,6,2021
2021-06-11 18:59:59,18,6.32,4.79,4.5,6.29,13.0,7.0,0.003,0.0,1,11,6,2021
2021-06-11 18:59:59,18,18.0,8.5,0.0,18.5,12.0,18.0,0.0,0.0,1,11,6,2021
2021-06-11 18:59:59,18,3.5,11.0,5.0,3.25,4.0,3.0,0.0049,0.0,1,11,6,2021
2021-06-11 18:59:59,18,46.8,3.57,2.97,12.33,5.0,15.0,0.0101,0.0,1,11,6,2021
2021-06-11 18:59:59,18,13.28,8.39,2.33,13.28,12.0,13.0,0.0023,0.0,1,11,6,2021
2021-06-11 18:59:59,18,20.0,10.0,0.0,19.0,13.0,19.0,0.0,0.0,1,11,6,2021
2021-06-11 18:59:59,18,8711.5,3.0,2.5,16.0,2.0,16.0,0.0,0.0,1,11,6,2021
2021-06-11 18:59:59,18,4.7,3.7,1.8,4.53,5.0,6.0,0.0305,0.0,1,11,6,2021
